x,y,label
0.5920281323363625,2.289705190120883,0
-4.21368825685538,-6.896725441960771,0
-5.304997557206434,-5.700286606567025,0
3.51041848346405,-9.687044063060315,0
11.97958048279795,-1.4560585921949256,0
-5.559216228510392,1.4147366553362093,0
-2.887276682562687,-8.188517365379214,0
-4.862962387874621,-6.151088757042713,0
12.579761640028874,-0.4295262490158889,0
-5.696242694737188,-5.349684850352621,0
-3.939569682954716,-7.61671654015561,0
-4.6021546243044185,2.654375493281791,0
-6.607305913667999,-0.5185247817795685,0
12.298938893759889,-1.0494908293946725,0
-4.084634626017076,2.8603481966667457,0
1.5952909492789538,-9.741395634401886,0
-2.476988867700476,-8.22265533699471,0
1.1224240080601067,0.8888481427695063,0
-2.8631587647883094,-8.390362476133546,0
8.48547595956218,-7.356727478198975,0
-2.4467328608575665,-8.644196972862021,0
-5.6953709361389615,0.8646832162124265,0
8.631967040826302,-7.431543794620039,0
11.612063213026447,-3.5042886144982073,0
-4.93632507861722,1.7926983751942782,0
6.618845488618388,-8.610663655530468,0
10.824546551825721,-4.783735373606005,0
11.451920147923197,-3.5475874528248674,0
-6.210692175153187,-0.7221150100973212,0
-1.7778262448689697,-8.840993301735368,0
-4.771705761697391,-6.918180136014035,0
12.472433011760176,-1.7644853284457964,0
-2.71219767264112,-8.379255205830896,0
-4.532363704467968,2.135749479665339,0
-6.510963794216111,-2.0697427776600854,0
-4.9347641579914,-6.34469411893358,0
-2.874938554714947,3.6755981476551813,0
6.518494773256041,-8.302162746119526,0
-6.347177154523874,-3.8467180423568803,0
-0.07391763999315482,-9.594779154606606,0
4.910367404975004,-9.10097299798661,0
6.829800818026632,-8.333472139653205,0
-5.873558642066874,0.30966840998321177,0
-6.214874104147783,0.46880277200286047,0
7.4691338067528115,-8.278600576303369,0
-6.541022066531326,-0.988230689461694,0
10.965388888189038,-4.149019550231704,0
-3.660859460547307,-8.070667118435594,0
9.124229457338187,-6.66132121840438,0
10.598056327976007,-4.936077103953378,0
-5.583027906735895,-4.5875672392033175,0
-2.4555852682763013,3.4303371618563023,0
5.6426051885810145,-8.972350511066463,0
9.552310375357537,-6.5733725219019385,0
11.391757579373067,-3.3797876590093696,0
-6.212376586335306,-5.217895547425345,0
5.761251379922738,-8.967120155297266,0
-5.291666254418239,1.3976123065166557,0
6.0784836256799375,-8.713802116322748,0
-6.448538800374919,-3.0356110701067394,0
-5.450532199796862,1.7627761205563854,0
-2.3639470470898383,-8.883656359138685,0
-5.5756478834418255,-6.270603757794315,0
-5.949481446052544,-4.915331530600118,0
1.0916880367807724,2.180847019554263,0
-2.42632644057499,-8.597052087450395,0
-3.633631051621689,3.4477033127756798,0
-1.9780949854874272,3.6602681504489505,0
-5.288382181966053,-5.6428117652582195,0
1.0162126710268595,2.6150584018549248,0
9.142383848253735,-6.9072727389925905,0
-6.213026510867277,-5.200172522976711,0
-0.42746278774260826,-9.31201273839427,0
-6.125737765391286,-4.403857775296168,0
-5.731086095745254,-4.720910989462117,0
-6.332398490805856,-2.9041590788384792,0
-2.929400132216762,-8.28222925216701,0
-6.764332039797237,-1.1087971380284758,0
0.2780127890000214,3.102582828537633,0
-2.5501588811873517,-8.803342757958191,0
1.1764627155114566,-10.071239474348163,0
4.193226650786646,-9.513712104091981,0
0.9348173323513592,-8.907997672457336,0
-6.16987484810031,-3.2496355679192996,0
-1.542356061573145,3.5928080345687308,0
11.095870671994001,-3.511697921261209,0
-6.595659795230529,-0.6260066373963314,0
-4.888351603155102,-6.249932602039251,0
-1.0147642342003493,3.4597999820321017,0
3.2849793681960398,-9.78465679564258,0
1.641961999054462,-9.743813611125768,0
-5.585194162983472,-5.834210764009105,0
-6.440910793976689,-3.8711925538414715,0
1.2053048970540123,1.1489245819818352,0
6.116053390608432,-8.781064212146173,0
0.42610790274525506,-9.450115101971187,0
7.853485790004966,-7.830575122048296,0
-0.7610769152849906,3.0602215669395476,0
-4.804314414907639,-6.81000138817978,0
7.887950749067158,-7.567931290938403,0
12.519385830103852,-0.8907097142286704,0
-6.000768575906756,-5.4712325438901654,0
-4.847839484600978,-6.796032401051098,0
9.666758334811728,-6.332608521726466,0
2.972471553160436,-9.142136273806491,0
0.09897417101164097,2.617879805074816,0
-2.275144298049117,-8.651897512811198,0
-6.579703041184256,-1.9095138161025458,0
-3.4701944089296592,-7.656311457562508,0
-4.42264319666717,-6.825639561041164,0
6.557411907441399,-8.50438876066107,0
-4.759308715197913,-6.888329468447892,0
11.566849462602914,-3.4009113818252645,0
7.861945132062719,-7.55659961438079,0
7.946967927848919,-7.955922117053812,0
-1.9344376997284913,-8.637999289396445,0
-1.7819174141439045,3.424667186414134,0
9.344995054640963,-5.925808869052114,0
-6.590656023042791,-2.2056507343535916,0
3.7780999551929977,-9.75012542890271,0
3.2258030006752794,-9.584605759792142,0
6.3666066744122345,-8.612083695765332,0
3.2946647535122677,-9.716250262920575,0
-5.920254229743458,-5.218982726220306,0
11.515285999992937,-3.9597801607623646,0
-6.654590371398875,-0.98471013711275,0
1.035361283339322,1.8510168786196453,0
9.053578798416906,-7.038884399449003,0
-3.818498709998523,-7.349824215956302,0
12.515835951840574,-0.40259934612743753,0
-4.318803897123484,-7.133287546967887,0
-3.4458385478590214,-7.531759193776649,0
1.3165206519894843,-9.9100166596301,0
-3.445191933813481,-7.538634239932748,0
10.786081695666958,-4.854690124333888,0
12.641725405144616,-0.9341013119372903,0
