x,y,label
0.1821897609104119,0.3763829717940818,1
-0.4559498033512559,-0.8346459229051879,0
0.4434055244896092,-0.1533464743398965,1
0.5077509142211777,-0.815930402856061,0
0.24771170807082793,0.04609403940310234,1
0.49290928919209054,-0.09663953439852414,1
0.0816917354761745,-0.5270498680197641,1
0.11531446716678674,-0.22674873427888548,1
0.2622439003977133,-0.16803888276651793,1
0.2733673298444819,0.38033390338959844,1
0.20971950289566563,-0.1972569231515902,1
0.10910974931354153,-0.4394580445681731,1
0.213801038567059,-0.33257852384655234,1
-0.1165600480748402,0.07224551993555504,1
0.9392143047211917,0.6050069286447278,0
0.9016516372852218,-0.2760185602933638,0
-0.865376565522509,-0.22712028311074228,0
0.04502019741037218,-0.3176342521967566,1
-0.1626823253310423,-0.22329241839988836,1
-0.6463006777151852,-1.0442081598189574,0
0.04515068335868515,0.23884134508800747,1
-0.3474838123720005,-0.09302882678471681,1
0.6647151256077559,-0.8539698948613397,0
-0.252969827057908,-0.24123054682764708,1
-0.262641728702343,0.40221963734205995,1
-0.6197387313103676,0.7379453202622371,0
-0.3861570841521043,0.2522569555184984,1
0.2827700722305698,-0.1651762641240772,1
-0.5992937127105588,-0.8332451447035927,0
0.41921588243341734,0.7355362559665397,0
-0.3133181026494023,0.33835367835555485,1
0.11550512080448726,0.22180752356213243,1
0.649917391735607,0.9459626511968114,0
-0.03636042526717301,0.38631769535132704,1
-0.15981956719208648,-0.23962446465225662,1
-0.20343568101893214,-0.36881448833240066,1
-0.4178120194892551,0.10248514800979304,1
0.42185831090007164,0.7889740336369948,0
0.06424530048476276,0.5172694503770586,1
-0.49647961406650076,0.7448706285222989,0
-0.8599790382607124,0.5710106132600451,0
-0.7063815990450023,-0.5865040545541915,0
0.15770226469744894,-0.4142201032628448,1
0.8492369581915565,0.32607480226608715,0
0.3057925119110673,0.17874690664546292,1
-0.6196621628126543,0.6656919929209512,0
0.05621556288836829,-0.17236313432084424,1
0.5283751962515895,-0.9707687773260033,0
-0.35298093938177083,-0.0045616299482490125,1
-0.09860109141735054,-0.21713601521316883,1
0.20629844520699359,-0.10450790395235449,1
0.8146786831195129,0.717225754840453,0
-0.3472636392399381,0.24845309100133078,1
0.7699235727362268,0.05161427435321083,0
-0.14698436371382145,0.992482352218402,0
-0.9446577698918904,0.40645210145145205,0
1.1344384287899134,-0.22396606265537428,0
0.02344747170724014,0.18541054225258388,1
-0.32875491941691753,-0.01543155225732242,1
0.6810906236003316,0.5679384300625531,0
0.39560033087666746,-0.7365024912924946,0
0.3183557181591624,0.24419460291896664,1
0.6838397040163835,-0.7035874280637279,0
-0.3211965115910277,-0.13163480417679643,1
0.7094675608071651,0.712345979202908,0
-0.9875928798424777,0.03388503594968947,0
1.0454641422845647,-0.18380211587650683,0
-1.1766220715117144,-0.2258340844503304,0
0.818731562362163,0.15760173522910179,0
-0.3434811595914697,-0.9911697441352081,0
